query_event_id,query_cause,query_corridor,query_is_planned,retrieved_event_id,retrieved_cause,retrieved_corridor,final_similarity_score,gower_component,hybrid_component,retrieved_duration_min,retrieved_closure,retrieved_priority,rank,retrieval_stage
FKID006838,procession,Non-corridor,True,FKID004753,procession,Non-corridor,0.933,0.8717,0.9739,86.8,0,Low,2,stage1_only
FKID006838,procession,Non-corridor,True,FKID005354,procession,Non-corridor,0.9266,0.8687,0.9652,0.3,0,Low,3,stage1_only
FKID006838,procession,Non-corridor,True,FKID004092,procession,Non-corridor,0.906,0.8195,0.9636,91.6,0,Low,4,stage1_only
FKID006838,procession,Non-corridor,True,FKID001865,procession,Non-corridor,0.9016,0.8153,0.9591,15.7,0,Low,5,stage1_only
FKID007012,public_event,West of Chord Road,True,FKID007013,public_event,West of Chord Road,0.9999,0.9997,1.0,2.2,0,High,1,stage1_only
FKID007012,public_event,West of Chord Road,True,FKID004700,public_event,West of Chord Road,0.9686,0.948,0.9824,121.2,0,High,2,stage1_only
FKID007012,public_event,West of Chord Road,True,FKID006248,public_event,Bellary Road 2,0.7721,0.8316,0.7324,190.0,0,High,3,stage1_only
FKID007012,public_event,West of Chord Road,True,FKID006638,public_event,Bellary Road 2,0.7576,0.795,0.7326,67.6,0,High,4,stage1_only
FKID007012,public_event,West of Chord Road,True,FKID006633,public_event,Bellary Road 2,0.7576,0.795,0.7326,67.6,0,High,5,stage1_only
FKID007013,public_event,West of Chord Road,True,FKID007012,public_event,West of Chord Road,0.9999,0.9997,1.0,5.9,0,High,1,stage1_only
FKID007013,public_event,West of Chord Road,True,FKID004700,public_event,West of Chord Road,0.9685,0.9477,0.9824,121.2,0,High,2,stage1_only
FKID007013,public_event,West of Chord Road,True,FKID006248,public_event,Bellary Road 2,0.772,0.8313,0.7324,190.0,0,High,3,stage1_only
FKID007013,public_event,West of Chord Road,True,FKID006638,public_event,Bellary Road 2,0.7577,0.7953,0.7326,67.6,0,High,4,stage1_only
FKID007013,public_event,West of Chord Road,True,FKID006633,public_event,Bellary Road 2,0.7577,0.7953,0.7326,67.6,0,High,5,stage1_only
FKID007161,procession,Magadi Road,True,FKID004703,procession,Magadi Road,0.8846,0.8126,0.9326,67.6,0,High,1,stage1_only
FKID007161,procession,Magadi Road,True,FKID007213,procession,Magadi Road,0.8095,0.7749,0.8326,59.5,1,High,2,stage1_only
FKID007161,procession,Magadi Road,True,FKID007248,procession,Magadi Road,0.8015,0.7745,0.8196,1.7,1,High,3,stage1_only
FKID007161,procession,Magadi Road,True,FKID007249,procession,Magadi Road,0.7942,0.7628,0.8152,259.4,1,High,4,stage1_only
FKID007161,procession,Magadi Road,True,FKID006703,procession,Hosur Road,0.7267,0.7373,0.7196,67.6,0,High,5,stage1_only
FKID007173,public_event,Non-corridor,True,FKID000433,public_event,Non-corridor,1.0,1.0,1.0,67.6,1,Low,1,stage1_only
FKID007173,public_event,Non-corridor,True,FKID000437,public_event,Non-corridor,1.0,1.0,1.0,67.6,1,Low,2,stage1_only
FKID007173,public_event,Non-corridor,True,FKID000994,public_event,Non-corridor,1.0,1.0,1.0,67.6,1,Low,3,stage1_only
FKID007173,public_event,Non-corridor,True,FKID000737,public_event,Non-corridor,1.0,1.0,1.0,67.6,1,Low,4,stage1_only
FKID007173,public_event,Non-corridor,True,FKID005806,public_event,Non-corridor,1.0,1.0,1.0,67.6,1,Low,5,stage1_only
FKID007186,procession,West of Chord Road,True,FKID007213,procession,Magadi Road,0.7934,0.8649,0.7457,59.5,1,High,1,stage1_only
FKID007186,procession,West of Chord Road,True,FKID006473,procession,Bellary Road 2,0.7858,0.8655,0.7326,120.6,1,High,2,stage1_only
FKID007186,procession,West of Chord Road,True,FKID007248,procession,Magadi Road,0.7705,0.8274,0.7326,1.7,1,High,3,stage1_only
FKID007186,procession,West of Chord Road,True,FKID007249,procession,Magadi Road,0.7621,0.8129,0.7283,259.4,1,High,4,stage1_only
FKID007186,procession,West of Chord Road,True,FKID007686,procession,Mysore Road,0.7043,0.7174,0.6957,67.6,1,High,5,stage1_only
FKID007191,procession,Airport New South Road,True,FKID004703,procession,Magadi Road,0.8056,0.8889,0.75,67.6,0,High,1,stage1_only
FKID007191,procession,Airport New South Road,True,FKID002212,procession,Bannerghata Road,0.7831,0.8591,0.7324,0.6,0,High,2,stage1_only
FKID007191,procession,Airport New South Road,True,FKID005469,construction,Airport New South Road,0.7456,0.8889,0.65,67.6,0,High,3,stage1_only
FKID007191,procession,Airport New South Road,True,FKID002071,procession,Mysore Road,0.7409,0.7801,0.7148,120.2,0,High,4,stage1_only
FKID007191,procession,Airport New South Road,True,FKID006703,procession,Hosur Road,0.6932,0.7025,0.687,67.6,0,High,5,stage1_only
FKID007213,procession,Magadi Road,True,FKID007248,procession,Magadi Road,0.9772,0.9625,0.987,1.7,1,High,1,stage1_only
FKID007213,procession,Magadi Road,True,FKID007249,procession,Magadi Road,0.9683,0.9467,0.9826,259.4,1,High,2,stage1_only
FKID007213,procession,Magadi Road,True,FKID007161,procession,Magadi Road,0.8095,0.7749,0.8326,85.8,0,High,3,stage1_only
FKID007213,procession,Magadi Road,True,FKID006473,procession,Bellary Road 2,0.7826,0.8512,0.737,120.6,1,High,4,stage1_only
FKID007213,procession,Magadi Road,True,FKID004703,procession,Magadi Road,0.776,0.7401,0.8,67.6,0,High,5,stage1_only
FKID007215,procession,Non-corridor,True,FKID004750,procession,Non-corridor,0.9744,0.9425,0.9957,67.6,1,Low,1,stage1_only
FKID007215,procession,Non-corridor,True,FKID004467,procession,Non-corridor,0.9495,0.9133,0.9737,2.6,1,Low,2,stage1_only
FKID007215,procession,Non-corridor,True,FKID006315,procession,Non-corridor,0.9044,0.8426,0.9457,67.6,1,Low,3,stage1_only
FKID007215,procession,Non-corridor,True,FKID001167,procession,Non-corridor,0.9044,0.8426,0.9457,67.6,1,Low,4,stage1_only
FKID007215,procession,Non-corridor,True,FKID002254,procession,Non-corridor,0.8955,0.8328,0.9374,6.6,1,Low,5,stage1_only
FKID007248,procession,Magadi Road,True,FKID007249,procession,Magadi Road,0.9875,0.9753,0.9957,259.4,1,High,1,stage1_only
FKID007248,procession,Magadi Road,True,FKID007213,procession,Magadi Road,0.9772,0.9625,0.987,59.5,1,High,2,stage1_only
FKID007248,procession,Magadi Road,True,FKID007161,procession,Magadi Road,0.8015,0.7745,0.8196,85.8,0,High,3,stage1_only
FKID007248,procession,Magadi Road,True,FKID006473,procession,Bellary Road 2,0.7871,0.8427,0.75,120.6,1,High,4,stage1_only
FKID007248,procession,Magadi Road,True,FKID004703,procession,Magadi Road,0.768,0.7397,0.787,67.6,0,High,5,stage1_only
FKID007249,procession,Magadi Road,True,FKID007248,procession,Magadi Road,0.9875,0.9753,0.9957,1.7,1,High,1,stage1_only
FKID007249,procession,Magadi Road,True,FKID007213,procession,Magadi Road,0.9683,0.9467,0.9826,59.5,1,High,2,stage1_only
FKID007249,procession,Magadi Road,True,FKID007161,procession,Magadi Road,0.7942,0.7628,0.8152,85.8,0,High,3,stage1_only
FKID007249,procession,Magadi Road,True,FKID006473,procession,Bellary Road 2,0.7819,0.8363,0.7457,120.6,1,High,4,stage1_only
FKID007249,procession,Magadi Road,True,FKID004703,procession,Magadi Road,0.7596,0.7251,0.7826,67.6,0,High,5,stage1_only
FKID007303,protest,Old Airport Road,True,FKID006807,protest,Mysore Road,0.7362,0.7352,0.737,1440.0,0,High,1,stage1_only
FKID007303,protest,Old Airport Road,True,FKID005979,vehicle_breakdown,Old Airport Road,0.7323,0.8692,0.6411,5.8,0,High,2,stage1_only
FKID007303,protest,Old Airport Road,True,FKID008080,protest,Mysore Road,0.7055,0.7399,0.6826,67.6,0,High,3,stage1_only
FKID007303,protest,Old Airport Road,True,FKID004535,protest,Non-corridor,0.6735,0.722,0.6411,18.2,0,Low,4,stage1_only
FKID007303,protest,Old Airport Road,True,FKID007450,protest,Mysore Road,0.6697,0.6896,0.6565,30.7,0,High,5,stage1_only
FKID007408,procession,Non-corridor,True,FKID002110,procession,Non-corridor,0.9858,0.9714,0.9955,67.6,0,Low,1,stage1_only
FKID007408,procession,Non-corridor,True,FKID007575,procession,Non-corridor,0.9689,0.9548,0.9783,32.4,0,Low,2,stage1_only
FKID007408,procession,Non-corridor,True,FKID000717,procession,Non-corridor,0.9688,0.9486,0.9822,39.3,0,Low,3,stage1_only
FKID007408,procession,Non-corridor,True,FKID001865,procession,Non-corridor,0.9649,0.9456,0.9779,15.7,0,Low,4,stage1_only
FKID007408,procession,Non-corridor,True,FKID000478,procession,Non-corridor,0.9631,0.9472,0.9737,0.3,0,Low,5,stage1_only
FKID007416,protest,CBD 2,True,FKID007450,protest,Mysore Road,0.6489,0.7419,0.587,30.7,0,High,1,stage1_only
FKID007416,protest,CBD 2,True,FKID008080,protest,Mysore Road,0.6427,0.7262,0.587,67.6,0,High,2,stage1_only
FKID007416,protest,CBD 2,True,FKID001198,protest,Non-corridor,0.6344,0.6769,0.6061,2.7,1,Low,3,stage1_only
FKID007416,protest,CBD 2,True,FKID000922,protest,Non-corridor,0.6235,0.6361,0.615,0.7,1,Low,4,stage1_only
FKID007416,protest,CBD 2,True,FKID000921,protest,Non-corridor,0.6234,0.6361,0.615,0.1,1,Low,5,stage1_only
FKID007450,protest,Mysore Road,True,FKID008080,protest,Mysore Road,0.9642,0.9496,0.9739,67.6,0,High,1,stage1_only
FKID007450,protest,Mysore Road,True,FKID006807,protest,Mysore Road,0.8221,0.676,0.9196,1440.0,0,High,2,stage1_only
FKID007450,protest,Mysore Road,True,FKID002071,procession,Mysore Road,0.7144,0.8247,0.6409,120.2,0,High,3,stage1_only
FKID007450,protest,Mysore Road,True,FKID007717,construction,Mysore Road,0.7098,0.8385,0.6239,67.6,0,High,4,stage1_only
FKID007450,protest,Mysore Road,True,FKID002337,construction,Mysore Road,0.6952,0.7963,0.6279,0.3,0,High,5,stage1_only
FKID007487,public_event,Non-corridor,True,FKID000437,public_event,Non-corridor,0.9683,0.9533,0.9783,67.6,1,Low,1,stage1_only
FKID007487,public_event,Non-corridor,True,FKID000433,public_event,Non-corridor,0.9683,0.9533,0.9783,67.6,1,Low,2,stage1_only
FKID007487,public_event,Non-corridor,True,FKID000994,public_event,Non-corridor,0.9683,0.9533,0.9783,67.6,1,Low,3,stage1_only
FKID007487,public_event,Non-corridor,True,FKID000737,public_event,Non-corridor,0.9683,0.9533,0.9783,67.6,1,Low,4,stage1_only
FKID007487,public_event,Non-corridor,True,FKID001481,public_event,Non-corridor,0.9683,0.9533,0.9783,67.6,1,Low,5,stage1_only
FKID007575,procession,Non-corridor,True,FKID001865,procession,Non-corridor,0.9769,0.9689,0.9822,15.7,0,Low,1,stage1_only
FKID007575,procession,Non-corridor,True,FKID000717,procession,Non-corridor,0.9726,0.9648,0.9779,39.3,0,Low,2,stage1_only
FKID007575,procession,Non-corridor,True,FKID007408,procession,Non-corridor,0.9689,0.9548,0.9783,67.6,0,Low,3,stage1_only
FKID007575,procession,Non-corridor,True,FKID004092,procession,Non-corridor,0.9688,0.9555,0.9777,91.6,0,Low,4,stage1_only
FKID007575,procession,Non-corridor,True,FKID002110,procession,Non-corridor,0.9547,0.9262,0.9737,67.6,0,Low,5,stage1_only
FKID007686,procession,Mysore Road,True,FKID006314,procession,Mysore Road,1.0,1.0,1.0,67.6,1,High,1,stage1_only
FKID007686,procession,Mysore Road,True,FKID002071,procession,Mysore Road,0.8009,0.7801,0.8148,120.2,0,High,2,stage1_only
FKID007686,procession,Mysore Road,True,FKID007646,construction,Mysore Road,0.7456,0.8889,0.65,67.6,1,High,3,stage1_only
FKID007686,procession,Mysore Road,True,FKID007681,construction,Mysore Road,0.7456,0.8889,0.65,67.6,1,High,4,stage1_only
FKID007686,procession,Mysore Road,True,FKID003704,public_event,Mysore Road,0.7456,0.8889,0.65,67.6,1,High,5,stage1_only
FKID007787,procession,Non-corridor,True,FKID004509,procession,Non-corridor,0.9723,0.9439,0.9913,170.4,1,Low,1,stage1_only
FKID007787,procession,Non-corridor,True,FKID000468,procession,Non-corridor,0.9603,0.9206,0.9868,340.3,1,Low,2,stage1_only
FKID007787,procession,Non-corridor,True,FKID002254,procession,Non-corridor,0.9581,0.9089,0.9909,6.6,1,Low,3,stage1_only
FKID007787,procession,Non-corridor,True,FKID006315,procession,Non-corridor,0.9575,0.9199,0.9826,67.6,1,Low,4,stage1_only
FKID007787,procession,Non-corridor,True,FKID001167,procession,Non-corridor,0.9575,0.9199,0.9826,67.6,1,Low,5,stage1_only
FKID007967,vip_movement,Mysore Road,True,FKID000241,vip_movement,Mysore Road,0.9778,0.9513,0.9955,21.0,0,High,1,stage1_only
FKID007967,vip_movement,Mysore Road,True,FKID002015,vip_movement,Mysore Road,0.8052,0.7707,0.8283,67.6,1,High,2,stage1_only
FKID007967,vip_movement,Mysore Road,True,FKID002057,vip_movement,Mysore Road,0.8052,0.7707,0.8283,67.6,1,High,3,stage1_only
FKID007967,vip_movement,Mysore Road,True,FKID002008,vip_movement,Mysore Road,0.8052,0.7707,0.8283,67.6,1,High,4,stage1_only
FKID007967,vip_movement,Mysore Road,True,FKID001970,vip_movement,Mysore Road,0.8052,0.7707,0.8283,67.6,1,High,5,stage1_only
FKID007991,public_event,Non-corridor,True,FKID000433,public_event,Non-corridor,0.9757,0.9392,1.0,67.6,1,Low,1,stage1_only
FKID007991,public_event,Non-corridor,True,FKID000437,public_event,Non-corridor,0.9757,0.9392,1.0,67.6,1,Low,2,stage1_only
FKID007991,public_event,Non-corridor,True,FKID000994,public_event,Non-corridor,0.9757,0.9392,1.0,67.6,1,Low,3,stage1_only
FKID007991,public_event,Non-corridor,True,FKID000737,public_event,Non-corridor,0.9757,0.9392,1.0,67.6,1,Low,4,stage1_only
FKID007991,public_event,Non-corridor,True,FKID007173,public_event,Non-corridor,0.9757,0.9392,1.0,67.6,1,Low,5,stage1_only
FKID008054,public_event,ORR West 1,True,FKID003763,public_event,ORR West 1,1.0,1.0,1.0,67.6,1,High,1,stage1_only
FKID008054,public_event,ORR West 1,True,FKID008131,public_event,Hennur Main Road,0.8056,0.8889,0.75,67.6,1,High,2,stage1_only
FKID008054,public_event,ORR West 1,True,FKID001573,public_event,Old Madras Road,0.8056,0.8889,0.75,67.6,1,High,3,stage1_only
FKID008054,public_event,ORR West 1,True,FKID001578,public_event,Old Madras Road,0.8056,0.8889,0.75,67.6,1,High,4,stage1_only
FKID008054,public_event,ORR West 1,True,FKID001581,public_event,Old Madras Road,0.8056,0.8889,0.75,67.6,1,High,5,stage1_only
FKID008080,protest,Mysore Road,True,FKID007450,protest,Mysore Road,0.9642,0.9496,0.9739,30.7,0,High,1,stage1_only
FKID008080,protest,Mysore Road,True,FKID006807,protest,Mysore Road,0.8579,0.7263,0.9457,1440.0,0,High,2,stage1_only
FKID008080,protest,Mysore Road,True,FKID007717,construction,Mysore Road,0.7456,0.8889,0.65,67.6,0,High,3,stage1_only
FKID008080,protest,Mysore Road,True,FKID000241,vip_movement,Mysore Road,0.7072,0.8325,0.6237,21.0,0,High,4,stage1_only
FKID008080,protest,Mysore Road,True,FKID003577,public_event,Mysore Road,0.7022,0.8204,0.6233,0.6,0,High,5,stage1_only
FKID008130,public_event,Non-corridor,True,FKID000433,public_event,Non-corridor,1.0,1.0,1.0,67.6,1,Low,1,stage1_only
FKID008130,public_event,Non-corridor,True,FKID000437,public_event,Non-corridor,1.0,1.0,1.0,67.6,1,Low,2,stage1_only
FKID008130,public_event,Non-corridor,True,FKID000994,public_event,Non-corridor,1.0,1.0,1.0,67.6,1,Low,3,stage1_only
FKID008130,public_event,Non-corridor,True,FKID000737,public_event,Non-corridor,1.0,1.0,1.0,67.6,1,Low,4,stage1_only
FKID008130,public_event,Non-corridor,True,FKID007173,public_event,Non-corridor,1.0,1.0,1.0,67.6,1,Low,5,stage1_only
FKID008131,public_event,Hennur Main Road,True,FKID001581,public_event,Old Madras Road,0.8056,0.8889,0.75,67.6,1,High,1,stage1_only
FKID008131,public_event,Hennur Main Road,True,FKID001573,public_event,Old Madras Road,0.8056,0.8889,0.75,67.6,1,High,2,stage1_only
FKID008131,public_event,Hennur Main Road,True,FKID001578,public_event,Old Madras Road,0.8056,0.8889,0.75,67.6,1,High,3,stage1_only
FKID008131,public_event,Hennur Main Road,True,FKID004486,public_event,Bellary Road 1,0.8056,0.8889,0.75,67.6,1,High,4,stage1_only
FKID008131,public_event,Hennur Main Road,True,FKID003704,public_event,Mysore Road,0.8056,0.8889,0.75,67.6,1,High,5,stage1_only
