event_id,event_cause,corridor_fill,start_local,log_duration_actual,duration_min_actual,mu_seq_logspace,sigma_seq_logspace,dur_pred_seq_min,resid_seq_logspace,absresid_seq_logspace,resid_std_seq,in_50pct_interval,in_80pct_interval,in_95pct_interval,interval_width_95,crps_seq,n_earlier_stratum,prior_level,mu_prior_logspace,sigma_prior_logspace,dur_pred_prior_min,resid_prior_logspace,crps_prior,hi_prob_pred,hi_actual,brier_i,ewma_resid_logspace,dur_pred_l45_p50,year_week
FKID002562,test_demo,Non-corridor,2024-03-06 03:01:23.226000+05:30,1.2115,2.36,0.8282,,1.29,0.3832,0.3832,,False,False,False,,,0,cause,0.8282,,1.29,0.3832,,0.044,0,0.001932,0.1222,20.31,2024-W10
FKID002578,vehicle_breakdown,Non-corridor,2024-03-06 04:16:19.281000+05:30,3.6226,36.44,4.0481,0.1817,56.29,-0.4255,0.4255,-2.3414,False,False,False,0.7124,0.324138,14,stratum,3.6949,0.9277,39.24,-0.0722,0.219035,0.241,0,0.058088,-0.0421,30.24,2024-W10
FKID002574,others,Bellary Road 1,2024-03-06 04:22:02.626000+05:30,10.0525,23212.69,2.7308,0.001,14.35,7.3217,7.3217,7321.6962,False,False,False,0.0039,7.321139,1,stratum,6.1202,3.3279,453.93,3.9323,2.442478,0.4348,1,0.319471,2.167,11001.32,2024-W10
FKID002579,vehicle_breakdown,Non-corridor,2024-03-06 04:27:05.802000+05:30,3.7392,41.06,4.0213,0.1722,54.77,-0.2821,0.2821,-1.6381,False,False,True,0.6751,0.192258,15,stratum,3.6949,0.9277,39.24,0.0443,0.217637,0.241,0,0.058088,1.4323,30.24,2024-W10
FKID002583,vehicle_breakdown,Non-corridor,2024-03-06 05:11:47.800000+05:30,4.1703,63.74,4.0047,0.1627,53.86,0.1656,0.1656,1.0177,False,True,True,0.6378,0.099996,16,stratum,3.6949,0.9277,39.24,0.4754,0.311932,0.241,0,0.058088,1.0523,29.9,2024-W10
FKID002039,construction,Non-corridor,2024-03-06 06:38:34.259000+05:30,9.7578,17287.2,3.1322,0.001,21.93,6.6255,6.6255,6625.526,False,False,False,0.0039,6.624968,1,stratum,6.382,3.195,590.1,3.3758,2.050655,1.0,1,0.0,2.7243,19895.06,2024-W10
FKID002590,others,Non-corridor,2024-03-06 06:39:22.369000+05:30,2.6229,12.78,6.9875,0.9641,1081.97,-4.3646,4.3646,-4.5273,False,False,False,3.7791,3.820667,4,stratum,6.7457,3.1072,849.37,-4.1228,2.636894,0.0,0,0.0,0.5976,58.17,2024-W10
FKID002591,congestion,ORR North 1,2024-03-06 06:41:48.587000+05:30,3.9783,52.43,3.9432,1.0765,50.58,0.0351,0.0351,0.0326,True,True,True,4.2197,0.252021,0,cause,3.9432,1.0765,50.58,0.0351,0.252021,0.241,0,0.058088,0.4289,42.1,2024-W10
FKID002593,others,Magadi Road,2024-03-06 07:14:04.350000+05:30,2.6921,13.76,6.8759,3.0609,967.69,-4.1838,4.1838,-1.3669,False,False,True,11.9988,2.698273,0,stratum,6.8759,3.0609,967.69,-4.1838,2.698273,0.0,0,0.0,-0.955,84.81,2024-W10
FKID002606,vehicle_breakdown,Old Madras Road,2024-03-06 07:56:38.221000+05:30,2.9522,18.15,3.5235,0.4052,32.9,-0.5713,0.5713,-1.41,False,False,True,1.5884,0.371792,3,stratum,3.3824,0.9415,28.44,-0.4302,0.297123,0.241,0,0.058088,-0.8399,36.79,2024-W10
FKID002602,procession,Non-corridor,2024-03-06 08:02:14.866000+05:30,1.3898,3.01,3.8452,2.5147,45.77,-2.4554,2.4554,-0.9764,False,True,True,9.8575,1.474808,0,stratum,3.8452,2.5147,45.77,-2.4554,1.474808,0.241,0,0.058088,-1.3245,21.42,2024-W10
FKID002607,vehicle_breakdown,Mysore Road,2024-03-06 08:10:05.353000+05:30,3.5201,32.79,3.3332,0.2553,27.03,0.1869,0.1869,0.7322,False,True,True,1.0006,0.111938,9,stratum,3.4976,0.9394,32.04,0.0225,0.219754,0.2738,0,0.074972,-0.8711,41.35,2024-W10
FKID002609,vehicle_breakdown,Non-corridor,2024-03-06 09:11:45.214000+05:30,4.6582,104.44,4.0147,0.1536,54.41,0.6435,0.6435,4.1879,False,False,False,0.6023,0.556778,17,stratum,3.6949,0.9277,39.24,0.9633,0.583523,0.241,1,0.576059,-0.4167,29.55,2024-W10
FKID002608,vehicle_breakdown,Non-corridor,2024-03-06 09:29:14.818000+05:30,0.4185,0.52,4.0496,0.1491,56.37,-3.6311,3.6311,-24.3506,False,False,False,0.5845,3.546921,18,stratum,3.6949,0.9277,39.24,-3.2763,2.753058,0.241,0,0.058088,-1.381,27.67,2024-W10
FKID002612,congestion,Non-corridor,2024-03-06 09:52:06.645000+05:30,2.6197,12.73,3.7066,1.0539,39.71,-1.0868,1.0868,-1.0312,False,True,True,4.1314,0.657627,0,stratum,3.7066,1.0539,39.71,-1.0868,0.657627,0.241,0,0.058088,-1.2928,86.17,2024-W10
FKID002615,others,Non-corridor,2024-03-06 09:57:43.985000+05:30,10.7576,46986.87,6.2064,1.0612,494.9,4.5513,4.5513,4.2886,False,False,False,4.1601,3.952531,5,stratum,6.7457,3.1072,849.37,4.012,2.547193,1.0,1,0.0,0.4604,31451.04,2024-W10
FKID002624,congestion,ORR North 1,2024-03-06 10:12:48.894000+05:30,5.0468,154.52,3.9783,0.001,52.43,1.0684,1.0684,1068.4419,False,False,False,0.0039,1.067879,1,cause,3.9432,1.0765,50.58,1.1036,0.667165,0.241,1,0.576059,0.6428,41.64,2024-W10
FKID002617,vehicle_breakdown,Non-corridor,2024-03-06 11:36:44.199000+05:30,3.7719,42.46,3.857,0.2279,46.32,-0.0851,0.0851,-0.3733,True,True,True,0.8933,0.065778,19,stratum,3.6949,0.9277,39.24,0.077,0.219343,0.241,0,0.058088,0.4245,28.77,2024-W10
FKID002618,water_logging,Tumkur Road,2024-03-06 11:48:15.984000+05:30,4.3021,72.85,9.1827,2.0384,9726.5,-4.8806,4.8806,-2.3944,False,False,False,7.9903,3.741886,0,cause,9.1827,2.0384,9726.5,-4.8806,3.741886,0.0,0,0.0,-1.1671,2828.16,2024-W10
FKID002642,vehicle_breakdown,Hosur Road,2024-03-06 15:35:58.775000+05:30,3.1776,22.99,3.3814,0.7067,28.41,-0.2039,0.2039,-0.2885,True,True,True,2.7703,0.188457,2,stratum,3.6831,0.8952,38.77,-0.5055,0.320149,0.241,0,0.058088,-0.8781,39.41,2024-W10
FKID002645,vehicle_breakdown,West of Chord Road,2024-03-07 00:18:38.995000+05:30,3.2374,24.47,3.5256,0.7337,32.97,-0.2882,0.2882,-0.3928,True,True,True,2.876,0.216046,0,stratum,3.5256,0.7337,32.97,-0.2882,0.216046,0.241,0,0.058088,-0.7011,37.67,2024-W10
FKID002658,tree_fall,Non-corridor,2024-03-07 02:31:41.936000+05:30,4.5432,92.99,10.9841,0.001,58927.24,-6.4409,6.4409,-6440.8819,False,False,False,0.0039,6.440324,1,stratum,6.7849,2.4635,883.42,-2.2417,1.337695,0.0,0,0.0,-2.4231,286.81,2024-W10
FKID002659,construction,ORR East 2,2024-03-07 02:43:06.578000+05:30,6.6511,772.66,6.9678,0.4049,1060.92,-0.3167,0.3167,-0.7823,False,True,True,1.5871,0.188702,3,stratum,6.6598,0.5156,779.38,-0.0087,0.12056,0.0,0,0.0,-1.7912,798.13,2024-W10
FKID002672,construction,Non-corridor,2024-03-07 03:04:21.312000+05:30,2.9659,18.41,6.423,1.8891,614.83,-3.4571,3.4571,-1.83,False,False,True,7.4054,2.441282,2,stratum,6.382,3.195,590.1,-3.4161,2.079378,0.0,0,0.0,-2.2909,211.04,2024-W10
FKID002661,others,Tumkur Road,2024-03-07 03:09:38.227000+05:30,7.5227,1848.54,8.0714,1.826,3200.66,-0.5487,0.5487,-0.3005,True,True,True,7.1578,0.492016,0,stratum,8.0714,1.826,3200.66,-0.5487,0.492016,0.0,0,0.0,-1.7683,706.82,2024-W10
FKID002663,debris,Bellary Road 2,2024-03-07 03:32:04.165000+05:30,9.8622,19189.64,11.4267,1.0765,91741.27,-1.5646,1.5646,-1.4533,False,False,True,4.2201,1.027311,0,cause,11.4267,1.0765,91741.27,-1.5646,1.027311,0.8182,1,0.033058,-1.7072,6738.3,2024-W10
FKID002673,construction,Non-corridor,2024-03-07 04:36:02.136000+05:30,1.3167,2.73,5.5554,1.5855,257.63,-4.2387,4.2387,-2.6733,False,False,False,6.2154,3.347807,3,stratum,6.382,3.195,590.1,-5.0653,3.416422,0.0,0,0.0,-2.4666,189.68,2024-W10
FKID002677,vehicle_breakdown,Non-corridor,2024-03-07 04:45:03.090000+05:30,3.6922,39.13,3.8534,0.2172,46.15,-0.1612,0.1612,-0.7423,False,True,True,0.8513,0.09641,20,stratum,3.6949,0.9277,39.24,-0.0027,0.216796,0.241,0,0.058088,-1.775,29.79,2024-W10
FKID002668,others,Non-corridor,2024-03-07 05:07:22.499000+05:30,9.9835,21664.01,6.8856,1.0988,977.06,3.0979,3.0979,2.8192,False,False,False,4.3074,2.4795,6,stratum,6.7457,3.1072,849.37,3.2378,1.96236,0.4348,1,0.319471,-0.3131,9011.74,2024-W10
FKID002688,vehicle_breakdown,Varthur Road,2024-03-07 08:18:45.929000+05:30,4.8157,122.43,3.7226,0.9337,40.37,1.093,1.093,1.1706,False,True,True,3.6602,0.677483,0,stratum,3.7226,0.9337,40.37,1.093,0.677483,0.241,1,0.576059,0.1087,35.7,2024-W10
FKID002689,others,Tumkur Road,2024-03-07 09:05:25.489000+05:30,5.4984,243.29,7.5227,0.001,1848.54,-2.0243,2.0243,-2024.3324,False,False,False,0.0039,2.02377,1,stratum,8.0714,1.826,3200.66,-2.5731,1.674108,0.0,0,0.0,-0.5312,755.41,2024-W10
FKID002687,vehicle_breakdown,Non-corridor,2024-03-07 09:41:24.888000+05:30,2.9066,17.29,3.8465,0.2075,45.83,-0.9399,0.9399,-4.5299,False,False,False,0.8134,0.822867,21,stratum,3.6949,0.9277,39.24,-0.7883,0.469039,0.241,0,0.058088,-0.6538,34.47,2024-W10
FKID002694,vehicle_breakdown,Non-corridor,2024-03-07 10:22:37.268000+05:30,2.7004,13.89,3.8058,0.2025,43.96,-1.1054,1.1054,-5.4583,False,False,False,0.7939,0.991174,22,stratum,3.6949,0.9277,39.24,-0.9945,0.605596,0.241,0,0.058088,-0.7893,29.39,2024-W10
FKID002696,vehicle_breakdown,ORR North 2,2024-03-07 10:31:06.014000+05:30,2.3401,9.38,4.513,0.0606,90.19,-2.1729,2.1729,-35.8532,False,False,False,0.2376,2.138727,2,stratum,3.533,0.9242,33.23,-1.1929,0.757301,0.241,0,0.058088,-1.2044,36.16,2024-W10
FKID002692,water_logging,Mysore Road,2024-03-07 10:51:22.094000+05:30,8.7938,6592.44,9.1827,2.0384,9726.5,-0.3889,0.3889,-0.1908,True,True,True,7.9903,0.505861,0,cause,9.1827,2.0384,9726.5,-0.3889,0.505861,0.0,0,0.0,-0.9597,2030.69,2024-W10
FKID002695,water_logging,Non-corridor,2024-03-07 10:53:47.274000+05:30,5.1148,165.47,4.6356,0.9608,102.09,0.4792,0.4792,0.4987,True,True,True,3.7663,0.31795,2,stratum,9.533,2.0582,13807.62,-4.4183,3.280424,0.0,0,0.0,-0.5281,2119.9,2024-W10
FKID002700,construction,Non-corridor,2024-03-07 10:53:52.922000+05:30,8.2828,3954.15,4.7191,1.4427,111.06,3.5637,3.5637,2.4702,False,False,False,5.6553,2.756112,4,stratum,6.382,3.195,590.1,1.9008,1.184939,0.0,0,0.0,0.6995,190.12,2024-W10
FKID002702,tree_fall,Non-corridor,2024-03-07 10:55:24.564000+05:30,4.1696,63.69,7.3127,1.6722,1498.2,-3.1431,3.1431,-1.8796,False,False,True,6.5551,2.238591,2,stratum,6.7849,2.4635,883.42,-2.6153,1.58996,0.0,0,0.0,-0.4533,224.21,2024-W10
FKID002698,tree_fall,Bellary Road 1,2024-03-07 10:55:39.452000+05:30,6.8796,971.19,5.9003,1.2173,364.16,0.9792,0.9792,0.8044,False,True,True,4.7719,0.58281,0,stratum,5.9003,1.2173,364.16,0.9792,0.58281,0.0,0,0.0,-0.0235,106.29,2024-W10
FKID002704,construction,Non-corridor,2024-03-07 10:58:54.383000+05:30,7.2901,1464.68,5.3185,1.3409,203.07,1.9716,1.9716,1.4703,False,False,True,5.2565,1.299134,5,stratum,6.382,3.195,590.1,0.9081,0.848931,0.0,0,0.0,0.575,190.12,2024-W10
FKID002717,water_logging,Non-corridor,2024-03-07 11:03:53.321000+05:30,8.9127,7424.37,4.7604,0.81,115.79,4.1523,4.1523,5.1261,False,False,False,3.1753,3.695287,3,stratum,9.533,2.0582,13807.62,-0.6204,0.555032,0.0,0,0.0,1.6482,2107.65,2024-W10
FKID002715,tree_fall,Non-corridor,2024-03-07 11:04:13.630000+05:30,10.7084,44729.25,6.6423,1.4565,765.85,4.0661,4.0661,2.7917,False,False,False,5.7096,3.246646,3,stratum,6.7849,2.4635,883.42,3.9235,2.6501,1.0,1,0.0,2.3736,28807.23,2024-W10
FKID002718,water_logging,Hosur Road,2024-03-07 11:04:47.033000+05:30,9.8067,18154.88,9.1827,2.0384,9726.5,0.624,0.624,0.3061,True,True,True,7.9903,0.55198,0,cause,9.1827,2.0384,9726.5,0.624,0.55198,0.0,0,0.0,1.8487,4187.1,2024-W10
FKID002726,tree_fall,Non-corridor,2024-03-07 11:07:20.957000+05:30,10.5229,37153.89,7.3539,1.3562,1561.28,3.1689,3.1689,2.3366,False,False,False,5.3163,2.412707,4,stratum,6.7849,2.4635,883.42,3.7379,2.48682,0.8182,1,0.033058,2.2448,12763.86,2024-W10
FKID002721,water_logging,Non-corridor,2024-03-07 11:09:52.119000+05:30,8.6223,5552.96,6.3577,1.0828,575.91,2.2646,2.2646,2.0913,False,False,False,4.2447,1.667998,4,stratum,9.533,2.0582,13807.62,-0.9108,0.639204,0.0,0,0.0,2.2507,2107.65,2024-W10
FKID002722,water_logging,Mysore Road,2024-03-07 11:10:09.004000+05:30,9.9115,20160.04,8.7938,0.001,6592.44,1.1177,1.1177,1117.6753,False,False,False,0.0039,1.117112,1,cause,9.1827,2.0384,9726.5,0.7288,0.579213,0.0,0,0.0,1.9108,2027.15,2024-W10
FKID002724,others,Mysore Road,2024-03-07 11:10:59.347000+05:30,10.479,35558.66,6.6664,0.6605,784.55,3.8126,3.8126,5.7719,False,False,False,2.5893,3.439914,2,stratum,6.4744,2.8532,647.33,4.0046,2.602441,0.2738,1,0.527353,2.4813,8192.31,2024-W10
FKID002731,tree_fall,Mysore Road,2024-03-07 11:12:37.199000+05:30,6.7218,829.3,6.5149,2.4587,674.12,0.2069,0.2069,0.0841,True,True,True,9.6382,0.581533,0,cause,6.5149,2.4587,674.12,0.2069,0.581533,0.0,0,0.0,1.799,101.43,2024-W10
FKID002729,tree_fall,Non-corridor,2024-03-07 11:14:30.928000+05:30,10.3667,31783.78,7.8434,1.2177,2547.89,2.5233,2.5233,2.0722,False,False,False,4.7733,1.853326,5,stratum,6.7849,2.4635,883.42,3.5818,2.352168,0.8182,1,0.033058,2.0163,12763.86,2024-W10
FKID002733,water_logging,Hosur Road,2024-03-07 11:14:33.318000+05:30,7.9544,2847.04,9.8067,0.001,18154.88,-1.8524,1.8524,-1852.3625,False,False,False,0.0039,1.8518,1,cause,9.1827,2.0384,9726.5,-1.2283,0.763028,0.0,0,0.0,0.8557,4187.1,2024-W10
FKID002720,tree_fall,Non-corridor,2024-03-07 11:15:47.480000+05:30,8.3125,4073.31,8.2046,1.0886,3656.87,0.1078,0.1078,0.099,True,True,True,4.2675,0.258667,6,stratum,6.7849,2.4635,883.42,1.5275,0.94192,0.0,0,0.0,0.6313,220.03,2024-W10
FKID002735,tree_fall,Non-corridor,2024-03-07 11:15:56.924000+05:30,9.9524,21000.96,8.2533,0.9586,3839.31,1.6991,1.6991,1.7724,False,False,True,3.7579,1.187539,7,stratum,6.7849,2.4635,883.42,3.1674,2.008755,0.8182,1,0.033058,0.9517,12763.86,2024-W10
FKID002734,water_logging,Mysore Road,2024-03-07 11:17:53.621000+05:30,8.7905,6570.56,9.3465,0.3879,11457.8,-0.556,0.556,-1.4332,False,False,True,1.5207,0.363567,2,cause,9.1827,2.0384,9726.5,-0.3922,0.506366,0.0,0,0.0,0.4994,2027.15,2024-W10
FKID000174,tree_fall,Non-corridor,2024-03-07 11:21:32.361000+05:30,7.114,1228.07,8.4585,0.8668,4714.11,-1.3445,1.3445,-1.5512,False,False,True,3.3977,0.900662,8,stratum,6.7849,2.4635,883.42,0.3291,0.593227,0.0,0,0.0,-0.0538,233.76,2024-W10
FKID002741,tree_fall,CBD 2,2024-03-07 11:22:50.112000+05:30,10.1967,26812.22,6.5149,2.4587,674.12,3.6818,3.6818,1.4974,False,False,True,9.6382,2.439533,0,cause,6.5149,2.4587,674.12,3.6818,2.439533,0.8182,1,0.033058,1.0669,11885.52,2024-W10
FKID002742,water_logging,Non-corridor,2024-03-07 11:23:28.543000+05:30,10.8266,50341.19,6.7684,1.0327,868.95,4.0582,4.0582,3.9298,False,False,False,4.048,3.475564,5,stratum,9.533,2.0582,13807.62,1.2936,0.795054,0.2738,0,0.074972,1.9643,31143.96,2024-W10
FKID002749,water_logging,Mysore Road,2024-03-07 11:26:34.697000+05:30,5.1849,177.56,9.1657,0.3013,9562.05,-3.9807,3.9807,-13.2118,False,False,False,1.1811,3.810728,3,cause,9.1827,2.0384,9726.5,-3.9978,2.886127,0.0,0,0.0,0.1808,1228.0,2024-W10
FKID002748,water_logging,ORR East 2,2024-03-07 11:27:33.556000+05:30,3.4557,30.68,9.1827,2.0384,9726.5,-5.7271,5.7271,-2.8096,False,False,False,7.9903,4.580039,0,cause,9.1827,2.0384,9726.5,-5.7271,4.580039,0.0,0,0.0,-1.5916,1430.35,2024-W10
FKID002745,water_logging,Old Airport Road,2024-03-07 11:28:08.517000+05:30,4.5476,93.41,9.1827,2.0384,9726.5,-4.6351,4.6351,-2.2739,False,False,False,7.9903,3.50117,0,cause,9.1827,2.0384,9726.5,-4.6351,3.50117,0.0159,0,0.000252,-2.5046,2852.56,2024-W10
FKID002740,water_logging,ORR West 1,2024-03-07 11:30:48.319000+05:30,7.1064,1218.69,7.9536,1.724,2844.67,-0.8472,0.8472,-0.4914,True,True,True,6.7581,0.565719,0,stratum,7.9536,1.724,2844.67,-0.8472,0.565719,0.0,0,0.0,-2.0074,5193.02,2024-W10
FKID002817,tree_fall,ORR West 1,2024-03-07 11:30:51.088000+05:30,1.0699,1.92,6.5149,2.4587,674.12,-5.445,5.445,-2.2145,False,False,False,9.6382,4.080822,0,cause,6.5149,2.4587,674.12,-5.445,4.080822,0.044,0,0.001932,-3.0387,121.5,2024-W10
FKID002754,tree_fall,Non-corridor,2024-03-07 11:32:56.975000+05:30,9.7241,16715.27,8.3388,0.7947,4182.18,1.3853,1.3853,1.7432,False,False,True,3.1152,0.963097,9,stratum,6.7849,2.4635,883.42,2.9392,1.829673,0.8182,1,0.033058,-1.7115,12763.86,2024-W10
FKID002753,water_logging,Non-corridor,2024-03-07 11:35:12.482000+05:30,8.2686,3898.61,7.4424,1.0692,1705.87,0.8262,0.8262,0.7727,False,True,True,4.1912,0.492615,6,stratum,9.533,2.0582,13807.62,-1.2644,0.781487,0.0,0,0.0,-0.9502,2107.65,2024-W10
FKID002759,tree_fall,ORR West 1,2024-03-07 11:36:27.625000+05:30,4.2188,66.95,1.0699,0.001,1.92,3.1489,3.1489,3148.8885,False,False,False,0.0039,3.148327,1,cause,6.5149,2.4587,674.12,-2.2961,1.37285,0.044,0,0.001932,0.2795,138.31,2024-W10
FKID002867,others,West of Chord Road,2024-03-07 11:38:32.505000+05:30,3.7114,39.91,6.7202,2.1041,827.97,-3.0088,3.0088,-1.43,False,False,True,8.248,1.966108,0,stratum,6.7202,2.1041,827.97,-3.0088,1.966108,0.0,0,0.0,-0.707,88.85,2024-W10
FKID002766,tree_fall,Non-corridor,2024-03-07 11:39:05.242000+05:30,10.5696,38932.59,8.477,0.7299,4801.84,2.0926,2.0926,2.867,False,False,False,2.8612,1.681734,10,stratum,6.7849,2.4635,883.42,3.7847,2.527651,0.8182,1,0.033058,0.1329,12763.86,2024-W10
FKID000025,tree_fall,Non-corridor,2024-03-07 11:39:19.361000+05:30,6.7385,843.32,8.6577,0.6863,5753.03,-1.9191,1.9191,-2.7963,False,False,False,2.6903,1.532975,11,stratum,6.7849,2.4635,883.42,-0.0464,0.576064,0.0,0,0.0,-0.4827,220.03,2024-W10
FKID002760,tree_fall,Non-corridor,2024-03-07 11:40:04.003000+05:30,7.0174,1114.93,8.5122,0.6516,4974.27,-1.4948,1.4948,-2.294,False,False,False,2.5543,1.132014,12,stratum,6.7849,2.4635,883.42,0.2325,0.584464,0.0,0,0.0,-0.7863,220.03,2024-W10
FKID002769,water_logging,Mysore Road,2024-03-07 11:44:19.180000+05:30,10.1966,26811.17,8.3328,0.8168,4157.01,1.8638,1.8638,2.2818,False,False,False,3.202,1.409282,4,cause,9.1827,2.0384,9726.5,1.0139,0.673501,0.8182,0,0.669421,0.0087,18949.95,2024-W10
FKID002776,water_logging,Mysore Road,2024-03-07 11:45:54.796000+05:30,10.1966,26809.62,8.6565,0.7448,5746.63,1.54,1.54,2.0678,False,False,False,2.9194,1.130355,5,cause,9.1827,2.0384,9726.5,1.0138,0.673479,0.8182,0,0.669421,0.4681,18949.95,2024-W10
FKID002771,water_logging,Non-corridor,2024-03-07 11:47:33.914000+05:30,7.7927,2421.88,7.4779,0.9654,1767.51,0.3148,0.3148,0.3261,True,True,True,3.7845,0.266215,7,stratum,9.533,2.0582,13807.62,-1.7403,1.03543,0.0,0,0.0,0.4221,2139.79,2024-W10
FKID002781,tree_fall,Non-corridor,2024-03-07 11:49:45.098000+05:30,2.9488,18.08,8.4092,0.615,4487.26,-5.4604,5.4604,-8.8782,False,False,False,2.4109,5.113438,13,stratum,6.7849,2.4635,883.42,-3.8361,2.572833,0.0,0,0.0,-1.3426,233.76,2024-W10
FKID002778,water_logging,Non-corridor,2024-03-07 11:50:21.938000+05:30,5.2418,188.01,7.4625,0.8717,1740.51,-2.2207,2.2207,-2.5477,False,False,False,3.4169,1.731957,8,stratum,9.533,2.0582,13807.62,-4.2913,3.157815,0.0,0,0.0,-1.6061,2107.65,2024-W10
FKID002777,water_logging,Non-corridor,2024-03-07 11:52:54.148000+05:30,10.8523,51651.45,7.2299,0.8054,1379.07,3.6224,3.6224,4.4979,False,False,False,3.157,3.16803,9,stratum,9.533,2.0582,13807.62,1.3192,0.807243,0.2738,0,0.074972,-0.0375,31143.96,2024-W10
FKID002793,water_logging,Bellary Road 1,2024-03-07 11:54:26.417000+05:30,8.2655,3886.38,8.8346,0.001,6866.78,-0.5691,0.5691,-569.1059,False,False,False,0.0039,0.568542,1,cause,9.1827,2.0384,9726.5,-0.9172,0.638286,0.0,0,0.0,-0.197,4829.86,2024-W10
FKID002792,water_logging,Non-corridor,2024-03-07 11:54:35.906000+05:30,3.7492,41.49,7.5724,0.8059,1942.87,-3.8233,3.8233,-4.7439,False,False,False,3.1593,3.368583,10,stratum,9.533,2.0582,13807.62,-5.7839,4.625711,0.0,0,0.0,-1.2849,2107.65,2024-W10
FKID002806,water_logging,Non-corridor,2024-03-07 11:55:24.212000+05:30,4.2925,72.15,7.2863,0.7865,1459.13,-2.9938,2.9938,-3.8064,False,False,False,3.0831,2.550038,11,stratum,9.533,2.0582,13807.62,-5.2405,4.086455,0.0,0,0.0,-1.7975,2107.65,2024-W10
FKID002798,tree_fall,Non-corridor,2024-03-07 11:56:10.207000+05:30,7.9744,2904.71,8.0189,0.6764,3036.7,-0.0444,0.0444,-0.0657,True,True,True,2.6513,0.159224,14,stratum,6.7849,2.4635,883.42,1.1895,0.800497,0.0,0,0.0,-1.2716,220.03,2024-W10
FKID002800,water_logging,Non-corridor,2024-03-07 11:56:15.726000+05:30,5.0171,149.97,7.0646,0.7517,1168.78,-2.0475,2.0475,-2.7238,False,False,False,2.9467,1.62487,12,stratum,9.533,2.0582,13807.62,-4.516,3.375221,0.0,0,0.0,-1.5044,2139.79,2024-W10
FKID002804,tree_fall,Non-corridor,2024-03-07 11:57:03.839000+05:30,6.819,914.02,8.0219,0.6344,3046.02,-1.203,1.203,-1.8962,False,False,True,2.4869,0.859205,15,stratum,6.7849,2.4635,883.42,0.034,0.575903,0.0,0,0.0,-1.414,233.76,2024-W10
FKID002799,water_logging,Non-corridor,2024-03-07 11:57:26.006000+05:30,4.2801,71.25,6.9098,0.7092,1001.04,-2.6296,2.6296,-3.7078,False,False,False,2.7802,2.229547,13,stratum,9.533,2.0582,13807.62,-5.2529,4.098698,0.241,0,0.058088,-1.7787,14553.41,2024-W10
FKID002807,water_logging,Old Madras Road,2024-03-07 11:58:39.076000+05:30,5.312,201.75,9.1827,2.0384,9726.5,-3.8707,3.8707,-1.899,False,False,True,7.9903,2.765908,0,cause,9.1827,2.0384,9726.5,-3.8707,2.765908,0.0,0,0.0,-2.4063,2214.03,2024-W10
FKID002811,water_logging,ORR West 1,2024-03-07 11:58:59.293000+05:30,7.0829,1190.46,7.1064,0.001,1218.69,-0.0234,0.0234,-23.4138,False,False,False,0.0039,0.02285,1,stratum,7.9536,1.724,2844.67,-0.8706,0.574655,0.0,0,0.0,-1.6914,5193.02,2024-W10
FKID002828,vehicle_breakdown,Non-corridor,2024-03-07 11:59:12.529000+05:30,2.1567,7.64,3.7599,0.1993,41.95,-1.6032,1.6032,-8.0448,False,False,False,0.7812,1.490775,23,stratum,3.6949,0.9277,39.24,-1.5381,1.052301,0.241,0,0.058088,-1.665,29.53,2024-W10
FKID002810,tree_fall,Tumkur Road,2024-03-07 11:59:12.975000+05:30,6.8404,933.88,6.5149,2.4587,674.12,0.3255,0.3255,0.1324,True,True,True,9.6382,0.591761,0,cause,6.5149,2.4587,674.12,0.3255,0.591761,0.0,0,0.0,-1.0678,139.01,2024-W10
FKID002819,water_logging,Bellary Road 1,2024-03-07 11:59:24.108000+05:30,3.7692,42.35,8.5561,0.2002,5197.62,-4.787,4.787,-23.9065,False,False,False,0.7849,4.67398,2,cause,9.1827,2.0384,9726.5,-5.4135,4.268488,0.0,0,0.0,-2.1836,4829.86,2024-W10
FKID002815,water_logging,ORR West 1,2024-03-07 11:59:51.092000+05:30,4.7841,118.59,7.0947,0.0083,1204.52,-2.3106,2.3106,-279.1301,False,False,False,0.0324,2.305927,2,stratum,7.9536,1.724,2844.67,-3.1695,2.241479,0.0,0,0.0,-2.2217,5193.02,2024-W10
FKID002818,tree_fall,Non-corridor,2024-03-07 12:01:34.908000+05:30,5.3995,220.29,7.9549,0.6017,2848.47,-2.5554,2.5554,-4.2472,False,False,False,2.3585,2.215971,16,stratum,6.7849,2.4635,883.42,-1.3855,0.878617,0.0,0,0.0,-2.3218,226.4,2024-W10
FKID002813,water_logging,Mysore Road,2024-03-07 12:01:55.411000+05:30,10.5155,36880.8,8.8822,0.6712,7201.68,1.6333,1.6333,2.4332,False,False,False,2.6312,1.257866,6,cause,9.1827,2.0384,9726.5,1.3328,0.812122,0.8182,0,0.669421,-1.1353,18580.42,2024-W10
FKID002822,vehicle_breakdown,Bannerghata Road,2024-03-07 12:02:54.856000+05:30,4.6978,108.71,3.5262,0.6457,33.0,1.1716,1.1716,1.8144,False,False,True,2.5313,0.825079,0,stratum,3.5262,0.6457,33.0,1.1716,0.825079,0.241,1,0.576059,-0.4432,33.98,2024-W10
